file,n_points,n_classes,bbox_dx,bbox_dy,bbox_dz
valve_0313_lidar_classes.ply,7210,10,390.1927795410156,196.3390350341797,127.47844696044922
valve_0314_lidar_classes.ply,7136,10,354.98480224609375,201.37841796875,210.30555725097656
valve_0315_lidar_classes.ply,8033,10,300.1614685058594,202.45401000976562,275.82281494140625
valve_0316_lidar_classes.ply,6632,10,381.007080078125,197.66253662109375,154.30081176757812
valve_0317_lidar_classes.ply,6877,10,394.81658935546875,193.67538452148438,102.04727935791016
valve_0318_lidar_classes.ply,6547,10,395.0863952636719,194.31585693359375,102.00247955322266
valve_0319_lidar_classes.ply,6382,10,401.119140625,193.7045135498047,102.00431823730469
valve_0320_lidar_classes.ply,8402,10,300.0214538574219,201.41604614257812,284.7908630371094
valve_0321_lidar_classes.ply,7578,10,303.39697265625,196.6733856201172,272.5815124511719
valve_0322_lidar_classes.ply,7517,10,301.3103942871094,194.51759338378906,254.39126586914062
valve_0323_lidar_classes.ply,7685,10,301.71484375,192.84182739257812,257.102783203125
valve_0324_lidar_classes.ply,7052,10,396.451171875,200.21810913085938,102.03242492675781
valve_0325_lidar_classes.ply,7883,10,301.1480407714844,195.98110961914062,273.6097106933594
valve_0326_lidar_classes.ply,7362,10,313.16168212890625,200.83058166503906,242.40524291992188
valve_0327_lidar_classes.ply,6557,10,384.0543212890625,194.2783203125,146.55894470214844
valve_0328_lidar_classes.ply,6754,10,390.02398681640625,200.11932373046875,101.99124145507812
valve_0329_lidar_classes.ply,7384,10,315.29876708984375,194.51918029785156,247.1824951171875
valve_0330_lidar_classes.ply,7300,10,328.2198486328125,196.36753845214844,230.17604064941406
valve_0331_lidar_classes.ply,7691,10,301.10638427734375,197.8717498779297,279.2991943359375
valve_0332_lidar_classes.ply,7373,10,304.8330993652344,201.14328002929688,252.7025604248047
valve_0333_lidar_classes.ply,6852,10,389.60748291015625,200.4320068359375,109.28925323486328
valve_0334_lidar_classes.ply,8274,10,302.2938232421875,202.13351440429688,282.7791748046875
valve_0335_lidar_classes.ply,7310,10,352.47283935546875,202.24319458007812,210.51663208007812
valve_0336_lidar_classes.ply,7207,10,392.4754638671875,198.9227752685547,102.04472351074219
valve_0337_lidar_classes.ply,7712,10,301.7553405761719,201.96583557128906,253.54037475585938
valve_0338_lidar_classes.ply,6804,10,390.9171142578125,202.87228393554688,101.9880599975586
valve_0339_lidar_classes.ply,6828,10,375.68212890625,197.29908752441406,168.56422424316406
valve_0340_lidar_classes.ply,7288,10,390.804443359375,198.83970642089844,102.01045227050781
valve_0341_lidar_classes.ply,8048,10,301.81378173828125,202.47146606445312,300.5900573730469
valve_0342_lidar_classes.ply,6800,10,388.4652099609375,199.51806640625,101.99661254882812
valve_0343_lidar_classes.ply,7994,10,301.5302429199219,198.38983154296875,282.6820983886719
valve_0344_lidar_classes.ply,7442,10,331.3717956542969,199.19589233398438,228.2021942138672
valve_0345_lidar_classes.ply,6923,10,379.01458740234375,202.09225463867188,136.3433074951172
valve_0346_lidar_classes.ply,6856,10,369.7602844238281,195.93447875976562,183.83056640625
valve_0347_lidar_classes.ply,7253,10,373.4718322753906,199.3389892578125,173.91493225097656
valve_0348_lidar_classes.ply,7691,10,299.76593017578125,195.45950317382812,266.4892272949219
valve_0349_lidar_classes.ply,7090,10,397.2543640136719,198.5595703125,102.01011657714844
valve_0350_lidar_classes.ply,7672,10,302.22802734375,193.05194091796875,280.3428649902344
valve_0351_lidar_classes.ply,7908,10,301.598876953125,201.95008850097656,282.7779541015625
valve_0352_lidar_classes.ply,7013,10,365.5837097167969,196.32870483398438,176.02481079101562
valve_0353_lidar_classes.ply,7211,10,317.9351806640625,197.03582763671875,247.20370483398438
valve_0354_lidar_classes.ply,6597,10,393.3280029296875,196.3507080078125,101.99870300292969
valve_0355_lidar_classes.ply,8076,10,299.919677734375,198.92898559570312,298.5240783691406
valve_0356_lidar_classes.ply,6854,10,357.8682861328125,192.99163818359375,198.4896240234375
valve_0357_lidar_classes.ply,7096,10,302.52978515625,194.350341796875,255.63973999023438
valve_0358_lidar_classes.ply,7425,10,349.31878662109375,200.77359008789062,204.2090301513672
valve_0359_lidar_classes.ply,8176,10,301.6949462890625,202.14332580566406,288.938720703125
valve_0360_lidar_classes.ply,7043,10,364.8070373535156,197.25515747070312,176.25621032714844
valve_0361_lidar_classes.ply,8119,10,301.14239501953125,197.36715698242188,297.1641540527344
valve_0362_lidar_classes.ply,7962,10,302.27032470703125,198.4346160888672,282.4532775878906
valve_0363_lidar_classes.ply,6597,10,393.9144287109375,195.24566650390625,111.10148620605469
valve_0364_lidar_classes.ply,7778,10,301.64007568359375,197.71910095214844,261.81451416015625
valve_0365_lidar_classes.ply,6593,10,388.9456787109375,197.17979431152344,101.98614501953125
valve_0366_lidar_classes.ply,7527,10,301.0148010253906,198.6566162109375,277.5484619140625
valve_0367_lidar_classes.ply,6646,10,384.20751953125,196.86572265625,152.90936279296875
valve_0368_lidar_classes.ply,7564,10,300.81207275390625,200.72332763671875,253.74606323242188
valve_0369_lidar_classes.ply,7209,10,356.4910583496094,198.0384521484375,197.80259704589844
valve_0370_lidar_classes.ply,7445,10,300.4908447265625,197.77064514160156,272.5963439941406
valve_0371_lidar_classes.ply,6498,10,391.80511474609375,194.49960327148438,102.00894927978516
valve_0372_lidar_classes.ply,7578,10,300.02349853515625,202.74444580078125,265.7665100097656
valve_0373_lidar_classes.ply,7822,10,300.39892578125,193.0734100341797,273.65521240234375
valve_0374_lidar_classes.ply,7998,10,302.5787353515625,192.68783569335938,302.3584899902344
valve_0375_lidar_classes.ply,7218,10,386.2615966796875,200.88479614257812,143.28567504882812
valve_0376_lidar_classes.ply,8031,10,300.00787353515625,202.7327880859375,273.0373840332031
valve_0377_lidar_classes.ply,7228,10,363.1990966796875,194.91119384765625,188.39535522460938
valve_0378_lidar_classes.ply,8082,10,300.4631042480469,202.38771057128906,299.6307373046875
valve_0379_lidar_classes.ply,7792,10,301.7603759765625,200.3219451904297,284.2878112792969
valve_0380_lidar_classes.ply,7623,10,301.92327880859375,201.63917541503906,277.06182861328125
valve_0381_lidar_classes.ply,8247,10,299.9097900390625,198.98370361328125,290.21417236328125
valve_0382_lidar_classes.ply,6750,10,377.5838623046875,196.5786895751953,153.51284790039062
valve_0383_lidar_classes.ply,8126,10,299.6956787109375,201.3729705810547,288.5561218261719
valve_0384_lidar_classes.ply,6776,10,396.89471435546875,197.33045959472656,102.02407836914062
valve_0385_lidar_classes.ply,7255,10,362.92919921875,198.51504516601562,178.86599731445312
valve_0386_lidar_classes.ply,7447,10,314.992919921875,196.57015991210938,248.1947784423828
valve_0387_lidar_classes.ply,7202,10,301.449462890625,196.0857696533203,260.4916076660156
valve_0388_lidar_classes.ply,7417,10,321.5186767578125,201.68475341796875,239.16171264648438
valve_0389_lidar_classes.ply,7691,10,300.666015625,197.61761474609375,274.69140625
valve_0390_lidar_classes.ply,7308,10,323.8936767578125,195.45404052734375,234.0345916748047
valve_0391_lidar_classes.ply,8302,10,300.6517333984375,199.88414001464844,289.74249267578125
valve_0392_lidar_classes.ply,7430,10,304.06097412109375,200.1912078857422,251.48358154296875
valve_0393_lidar_classes.ply,6627,10,393.6611328125,194.2313690185547,101.989501953125
valve_0394_lidar_classes.ply,7298,10,341.8548583984375,200.99942016601562,220.1044921875
valve_0395_lidar_classes.ply,7315,10,330.2818908691406,195.0222930908203,231.40504455566406
valve_0396_lidar_classes.ply,7490,10,361.9751892089844,201.91677856445312,186.03480529785156
valve_0397_lidar_classes.ply,7832,10,299.899658203125,196.5076904296875,271.6573181152344
valve_0398_lidar_classes.ply,6384,10,392.0018310546875,199.11004638671875,130.07382202148438
valve_0399_lidar_classes.ply,8246,10,301.4710693359375,197.9650421142578,301.816650390625
valve_0400_lidar_classes.ply,6818,10,369.894287109375,197.63160705566406,183.26773071289062
valve_0401_lidar_classes.ply,6873,10,375.262939453125,196.5722198486328,157.67486572265625
valve_0402_lidar_classes.ply,6900,10,395.70721435546875,199.52011108398438,102.01556396484375
valve_0403_lidar_classes.ply,7953,10,299.892822265625,194.38699340820312,297.81829833984375
valve_0404_lidar_classes.ply,7997,10,300.6823425292969,195.67929077148438,303.3243103027344
valve_0405_lidar_classes.ply,7437,10,329.3009338378906,200.81643676757812,230.5054931640625
valve_0406_lidar_classes.ply,7160,10,301.45513916015625,196.01980590820312,261.8320007324219
valve_0407_lidar_classes.ply,6581,10,384.60687255859375,197.8193359375,133.02633666992188
valve_0408_lidar_classes.ply,7423,10,312.717529296875,193.279052734375,248.13424682617188
valve_0409_lidar_classes.ply,7051,10,396.5021667480469,198.27235412597656,102.01275634765625
valve_0410_lidar_classes.ply,8128,10,302.3011474609375,196.78652954101562,301.9739685058594
valve_0411_lidar_classes.ply,6962,10,369.85888671875,193.53829956054688,163.79592895507812
valve_0412_lidar_classes.ply,6723,10,378.0024108886719,194.38616943359375,160.86505126953125
valve_0413_lidar_classes.ply,8489,10,302.61114501953125,196.79464721679688,293.5628356933594
valve_0414_lidar_classes.ply,6540,10,388.94586181640625,201.22122192382812,134.64205932617188
valve_0415_lidar_classes.ply,7146,10,302.7596130371094,193.8525848388672,260.71826171875
valve_0416_lidar_classes.ply,8178,10,299.6201171875,202.2278594970703,288.6068115234375
valve_0417_lidar_classes.ply,8129,10,299.89581298828125,202.08126831054688,295.12158203125
valve_0418_lidar_classes.ply,6955,10,360.6539306640625,197.75729370117188,198.7068328857422
valve_0419_lidar_classes.ply,6923,10,358.4019470214844,193.677978515625,199.4674530029297
valve_0420_lidar_classes.ply,7204,10,351.46990966796875,194.8447265625,202.44692993164062
valve_0421_lidar_classes.ply,7245,10,321.9868469238281,196.84939575195312,238.56890869140625
valve_0422_lidar_classes.ply,7511,10,342.8719177246094,197.50942993164062,216.24172973632812
valve_0423_lidar_classes.ply,6617,10,396.28118896484375,202.5843505859375,105.98684692382812
valve_0424_lidar_classes.ply,6678,10,389.98602294921875,197.80047607421875,101.99772644042969
valve_0425_lidar_classes.ply,7458,10,300.8037109375,199.29803466796875,263.5344543457031
valve_0426_lidar_classes.ply,6489,10,397.40228271484375,199.44113159179688,102.0107650756836
valve_0427_lidar_classes.ply,8549,10,301.53759765625,197.92466735839844,294.4368896484375
valve_0428_lidar_classes.ply,7357,10,338.42974853515625,202.0854034423828,228.5755615234375
valve_0429_lidar_classes.ply,7247,10,354.8712158203125,194.67059326171875,195.97406005859375
valve_0430_lidar_classes.ply,8123,10,299.9998779296875,201.36557006835938,289.942626953125
valve_0431_lidar_classes.ply,7189,10,360.54425048828125,200.98672485351562,186.99607849121094
valve_0432_lidar_classes.ply,7656,10,300.59747314453125,200.99978637695312,257.8641662597656
valve_0433_lidar_classes.ply,7428,10,326.693115234375,194.697998046875,233.1712646484375
valve_0434_lidar_classes.ply,8442,10,300.0237731933594,202.38937377929688,287.71527099609375
valve_0435_lidar_classes.ply,7615,10,300.731689453125,197.37843322753906,277.08587646484375
valve_0436_lidar_classes.ply,6924,10,368.19970703125,197.43467712402344,178.94821166992188
valve_0437_lidar_classes.ply,7844,10,301.9913330078125,196.9285125732422,287.81591796875
valve_0438_lidar_classes.ply,7958,10,301.3258056640625,194.56402587890625,299.7378234863281
valve_0439_lidar_classes.ply,6818,10,369.0428771972656,195.73919677734375,168.40252685546875
valve_0440_lidar_classes.ply,6463,10,389.7215576171875,200.958740234375,141.60910034179688
valve_0441_lidar_classes.ply,6473,10,396.86309814453125,201.3936309814453,101.99496459960938
valve_0442_lidar_classes.ply,8249,10,302.4309997558594,202.54217529296875,298.5368347167969
valve_0443_lidar_classes.ply,7265,10,352.05023193359375,194.09213256835938,203.00559997558594
valve_0444_lidar_classes.ply,6827,10,383.53668212890625,197.7301025390625,153.59396362304688
valve_0445_lidar_classes.ply,7023,10,392.08929443359375,196.49087524414062,102.00377655029297
valve_0446_lidar_classes.ply,6702,10,378.0465087890625,194.35385131835938,160.50146484375
valve_0447_lidar_classes.ply,8197,10,300.4248046875,201.753173828125,303.832763671875
valve_0448_lidar_classes.ply,7422,10,335.7546691894531,197.0489501953125,229.08657836914062
valve_0449_lidar_classes.ply,7464,10,301.62640380859375,201.19276428222656,266.3136901855469
valve_0450_lidar_classes.ply,6547,10,384.34844970703125,192.73519897460938,148.40866088867188
valve_0451_lidar_classes.ply,7991,10,300.8146667480469,198.8200225830078,275.82427978515625
valve_0452_lidar_classes.ply,7371,10,302.2408447265625,195.2745819091797,255.67105102539062
valve_0453_lidar_classes.ply,8105,10,301.1702880859375,195.97601318359375,298.274658203125
valve_0454_lidar_classes.ply,7578,10,311.0860900878906,197.31851196289062,245.97006225585938
valve_0455_lidar_classes.ply,8042,10,301.7630615234375,194.01092529296875,297.3343200683594
valve_0456_lidar_classes.ply,7948,10,299.6693420410156,202.8108367919922,271.6778564453125
valve_0457_lidar_classes.ply,6603,10,392.90423583984375,197.18557739257812,102.01144409179688
valve_0458_lidar_classes.ply,8477,10,301.91229248046875,201.72653198242188,289.2323303222656
valve_0459_lidar_classes.ply,7350,10,303.5714111328125,192.84268188476562,255.47035217285156
valve_0460_lidar_classes.ply,7493,10,348.77886962890625,200.4640350341797,209.89675903320312
valve_0461_lidar_classes.ply,7298,10,351.69482421875,198.68519592285156,199.9530792236328
valve_0462_lidar_classes.ply,7042,10,366.00653076171875,198.11529541015625,178.23626708984375
valve_0463_lidar_classes.ply,6953,10,383.1517028808594,196.95172119140625,135.9304656982422
valve_0464_lidar_classes.ply,8360,10,301.4197692871094,200.97552490234375,289.2344970703125
valve_0465_lidar_classes.ply,6439,10,394.45635986328125,194.23123168945312,106.456298828125
valve_0466_lidar_classes.ply,7168,10,354.31109619140625,197.0868682861328,202.19851684570312
valve_0467_lidar_classes.ply,7566,10,304.32855224609375,201.17117309570312,252.48898315429688
valve_0468_lidar_classes.ply,8159,10,301.47442626953125,196.54234313964844,292.49151611328125
valve_0469_lidar_classes.ply,6908,10,369.15887451171875,193.46864318847656,188.6962432861328
valve_0470_lidar_classes.ply,7023,10,396.7388610839844,198.63284301757812,118.82805633544922
valve_0471_lidar_classes.ply,7698,10,300.2549133300781,195.36019897460938,276.03369140625
valve_0472_lidar_classes.ply,6489,10,392.4566650390625,192.83660888671875,101.99725341796875
valve_0473_lidar_classes.ply,8066,10,299.81280517578125,201.02517700195312,299.9636535644531
valve_0474_lidar_classes.ply,6444,10,399.19818115234375,194.85931396484375,102.01221466064453
valve_0475_lidar_classes.ply,7089,10,374.35150146484375,198.388427734375,163.3213653564453
valve_0476_lidar_classes.ply,7327,10,351.3523254394531,195.97488403320312,201.7101287841797
valve_0477_lidar_classes.ply,7514,10,301.2126770019531,194.40133666992188,253.35464477539062
valve_0478_lidar_classes.ply,7707,10,324.47564697265625,197.50335693359375,233.4818878173828
valve_0479_lidar_classes.ply,7275,10,338.5455627441406,194.46641540527344,224.91416931152344
valve_0480_lidar_classes.ply,7446,10,337.3231201171875,193.10340881347656,220.16217041015625
valve_0481_lidar_classes.ply,8386,10,300.0075988769531,200.9517059326172,293.24041748046875
valve_0482_lidar_classes.ply,7933,10,300.5230712890625,195.73312377929688,287.0270080566406
valve_0483_lidar_classes.ply,8232,10,301.7943115234375,196.10621643066406,296.1646728515625
valve_0484_lidar_classes.ply,7831,10,300.00897216796875,201.49774169921875,284.52459716796875
valve_0485_lidar_classes.ply,6941,10,360.8305969238281,195.47727966308594,195.9169158935547
valve_0486_lidar_classes.ply,7470,10,301.53997802734375,196.05528259277344,274.7489318847656
valve_0487_lidar_classes.ply,8323,10,299.550537109375,199.99993896484375,290.3785095214844
valve_0488_lidar_classes.ply,7949,10,301.3398742675781,195.68508911132812,283.645751953125
valve_0489_lidar_classes.ply,6540,10,395.6030578613281,199.9143524169922,101.99369049072266
valve_0490_lidar_classes.ply,7588,10,301.88311767578125,200.9208984375,267.6522216796875
valve_0491_lidar_classes.ply,7349,10,304.53125,193.9356689453125,254.77957153320312
valve_0492_lidar_classes.ply,7710,10,301.6849365234375,201.8931121826172,256.2893981933594
valve_0493_lidar_classes.ply,6657,10,392.520751953125,200.37164306640625,119.83491516113281
valve_0494_lidar_classes.ply,8135,10,302.0733642578125,198.1406707763672,292.6585388183594
valve_0495_lidar_classes.ply,6677,10,387.79962158203125,195.87403869628906,132.50930786132812
valve_0496_lidar_classes.ply,6723,10,386.77117919921875,197.9917755126953,119.4234619140625
valve_0497_lidar_classes.ply,7254,10,384.72235107421875,194.46560668945312,127.41913604736328
valve_0498_lidar_classes.ply,7203,10,392.41558837890625,199.861328125,102.00679016113281
valve_0499_lidar_classes.ply,7770,10,302.50225830078125,198.37796020507812,284.2625427246094
valve_0500_lidar_classes.ply,7343,10,322.92620849609375,193.28146362304688,236.2151336669922
